EpiRR Ordering,EpiRR,Biospecimen Disease,Broad Biospecimen Label,Broad Colour,Intermediate Biospecimen Label,Intermediate Colour,Curated Biospecimen Label
267,IHECRE00003140.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
268,IHECRE00003333.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
269,IHECRE00003205.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
270,IHECRE00003182.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
271,IHECRE00003387.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
272,IHECRE00003158.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
273,IHECRE00003274.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
274,IHECRE00003246.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
275,IHECRE00003214.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
276,IHECRE00003267.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
277,IHECRE00003325.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
278,IHECRE00003227.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
279,IHECRE00003372.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
280,IHECRE00003204.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
281,IHECRE00003307.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
282,IHECRE00003152.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
283,IHECRE00003356.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
284,IHECRE00003156.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
285,IHECRE00003342.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
286,IHECRE00003211.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
287,IHECRE00003341.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
288,IHECRE00003322.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
289,IHECRE00003336.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
290,IHECRE00003390.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
291,IHECRE00003275.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
292,IHECRE00003284.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
293,IHECRE00003176.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
294,IHECRE00003254.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
295,IHECRE00003148.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
296,IHECRE00003215.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
297,IHECRE00003257.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
298,IHECRE00003236.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
299,IHECRE00003196.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
300,IHECRE00003206.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
301,IHECRE00003165.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
302,IHECRE00003107.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
303,IHECRE00003357.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA22-41-42
304,IHECRE00003309.2,Disease,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA38
305,IHECRE00003286.2,Disease,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA38
306,IHECRE00003301.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA38
307,IHECRE00003382.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA38
308,IHECRE00003361.2,Disease,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA41-42
309,IHECRE00003276.2,Disease,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA41-42
310,IHECRE00003377.2,Disease,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA41-42
311,IHECRE00003123.2,Disease,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA41-42
312,IHECRE00003264.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA41-42
313,IHECRE00003392.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA41-42
314,IHECRE00003298.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA41-42
315,IHECRE00003151.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA41-42
316,IHECRE00003124.2,Healthy/None,brain,"185,126,30",brain,"185,126,30",Brain Temporal Lobe BA41-42
317,IHECRE00000221.3,Cancer,brain,"185,126,30",brain,"185,126,30",Glioblastoma
318,IHECRE00000240.3,Cancer,brain,"185,126,30",brain,"185,126,30",Oligodendroglioma
319,IHECRE00003682.3,Cancer,brain,"185,126,30",brain,"185,126,30",Oligodendroglioma
320,IHECRE00003675.3,Cancer,brain,"185,126,30",brain,"185,126,30",Oligodendroglioma
321,IHECRE00003679.3,Cancer,brain,"185,126,30",brain,"185,126,30",Oligodendroglioma
322,IHECRE00003680.3,Cancer,brain,"185,126,30",brain,"185,126,30",Oligodendroglioma
323,IHECRE00001002.4,Cancer,brain,"185,126,30",brain,"185,126,30",Oligodendroglioma
324,IHECRE00003676.3,Cancer,brain,"185,126,30",brain,"185,126,30",Oligodendroglioma
325,IHECRE00000243.3,Cancer,brain,"185,126,30",brain,"185,126,30",Oligodendroglioma
326,IHECRE00004655.5,Healthy/None,nervous system,"235,156,62",nervous system,"235,156,62",Tibial Nerve Tissue
327,IHECRE00004701.5,Healthy/None,nervous system,"235,156,62",nervous system,"235,156,62",Tibial Nerve Tissue
328,IHECRE00004719.2,Healthy/None,nervous system,"235,156,62",nervous system,"235,156,62",Tibial Nerve Tissue
329,IHECRE00004902.1,Healthy/None,neural,"217,175,41",neural progenitor cell,"226,165,51",Brain Cortex
330,IHECRE00004910.1,Healthy/None,neural,"217,175,41",neural progenitor cell,"226,165,51",Brain Ganglionic Eminence
331,IHECRE00003702.7,Healthy/None,neural,"217,175,41",neural progenitor cell,"226,165,51",Neural Progenitor Cell
332,IHECRE00004887.1,Healthy/None,neural,"217,175,41",neural progenitor cell,"226,165,51",Neurosphere
333,IHECRE00004894.1,Healthy/None,neural,"217,175,41",neural progenitor cell,"226,165,51",Neurosphere
334,IHECRE00004895.1,Healthy/None,neural,"217,175,41",neural progenitor cell,"226,165,51",Neurosphere
335,IHECRE00004904.1,Healthy/None,neural,"217,175,41",neural progenitor cell,"226,165,51",Neurosphere
336,IHECRE00003713.7,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Bipolar Neuron
337,IHECRE00004889.1,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Brain Astrocyte
338,IHECRE00001890.6,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Brain Astrocyte
339,IHECRE00000990.6,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Neural Progenitor Cell
340,IHECRE00000992.7,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Neural Progenitor Cell
341,IHECRE00004667.5,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Neural Tissue
342,IHECRE00001038.6,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Neuron Cell
343,IHECRE00000933.7,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Neurosphere
344,IHECRE00000939.6,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Neurosphere
345,IHECRE00004626.5,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Radial Glial Cell
346,IHECRE00004651.5,Healthy/None,neural,"217,175,41",neural cell,"217,175,41",Radial Glial Cell
347,IHECRE00001887.6,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",Chronic Myelogenous Leukemia
348,IHECRE00001861.7,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",Diffuse Large B-Cell Lymphoma
349,IHECRE00001856.6,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",Diffuse Large B-Cell Lymphoma
350,IHECRE00004673.6,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",Diffuse Large B-Cell Lymphoma
351,IHECRE00004691.5,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",Diffuse Large B-Cell Lymphoma
352,IHECRE00004693.6,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",Diffuse Large B-Cell Lymphoma
353,IHECRE00003705.6,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",Multiple Myeloma
354,IHECRE00004639.5,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",Multiple Myeloma
355,IHECRE00004623.5,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",T-Cell Acute Lymphoblastic Leukemia
356,IHECRE00001860.6,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",T-Cell Acute Lymphoblastic Leukemia
357,IHECRE00004653.5,Cancer,cancer cell line,"177,126,90",lymphoma or leukaemia cell line,"180,126,60",T-Cell Acute Lymphoblastic Leukemia
358,IHECRE00001859.6,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Adenocaricoma
359,IHECRE00003709.7,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Adenocaricoma
360,IHECRE00004676.6,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Adenocaricoma
361,IHECRE00004694.5,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Adenocaricoma
362,IHECRE00003706.6,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Adenocaricoma
363,IHECRE00001853.6,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Breast Adenocarcinoma
364,IHECRE00001851.6,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Cervical Cancer
365,IHECRE00004698.5,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Colon Adenocarcinoma Cell Line
366,IHECRE00004627.6,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Diffuse Large B-Cell Lymphoma
367,IHECRE00003704.6,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Ewing Sarcoma
368,IHECRE00003714.7,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Ewing Sarcoma
369,IHECRE00001895.1,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Hepatocarcinoma Cell Line
370,IHECRE00001896.1,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Hepatocarcinoma Cell Line
371,IHECRE00001897.1,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Hepatocarcinoma Cell Line
372,IHECRE00001893.6,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Hepatocarcinoma Cell Line
373,IHECRE00001898.1,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Hepatocarcinoma Cell Line
374,IHECRE00001899.1,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Hepatocarcinoma Cell Line
375,IHECRE00004687.5,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Lung Carcinoma
376,IHECRE00004689.5,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Multiple Myeloma
377,IHECRE00004628.5,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Neuroblastoma
378,IHECRE00004644.5,Cancer,cancer cell line,"177,126,90",cancer cell line,"177,126,90",Neuroblastoma
379,IHECRE00004907.1,Healthy/None,mole,"194,169,114",mole,"194,169,114",Melanocyte Mole Derived
380,IHECRE00001015.4,Cancer,colon,"66,121,77",colon,"66,121,77",Colon Ascending Adenocarcinoma
381,IHECRE00001021.4,Cancer,colon,"66,121,77",colon,"66,121,77",Colon Ascending Adenocarcinoma
382,IHECRE00001022.4,Cancer,colon,"66,121,77",colon,"66,121,77",Colon Ascending Adenocarcinoma
383,IHECRE00001232.5,Disease,colon,"66,121,77",colon,"66,121,77",Colon Ascending Adenoma
384,IHECRE00001008.4,Cancer,colon,"66,121,77",colon,"66,121,77",Colon Ascending Carcinoma
385,IHECRE00001011.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Ascending Tissue
386,IHECRE00001016.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Ascending Tissue
387,IHECRE00001010.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Ascending Tissue
388,IHECRE00001009.4,Cancer,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Adenocarcinoma
389,IHECRE00001233.5,Disease,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Mixed Tissue
390,IHECRE00004683.6,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Mixed Tissue
391,IHECRE00004650.5,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Mixed Tissue
392,IHECRE00004695.5,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Mixed Tissue
393,IHECRE00001025.7,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Mixed Tissue
394,IHECRE00001003.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Tissue
395,IHECRE00001006.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Tissue
396,IHECRE00001234.5,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Tissue
397,IHECRE00001012.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Tissue
398,IHECRE00001014.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Sigmoid Tissue
399,IHECRE00001013.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Tissue
400,IHECRE00001017.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Tissue
401,IHECRE00001019.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Tissue
402,IHECRE00001007.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Tissue
403,IHECRE00001018.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Tissue
404,IHECRE00001005.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Tissue
405,IHECRE00001020.4,Healthy/None,colon,"66,121,77",colon,"66,121,77",Colon Tissue
406,IHECRE00001043.7,Healthy/None,colon,"66,121,77",colon,"66,121,77",Muscle Smooth Large Colon
407,IHECRE00001030.7,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Esophagus Mixed
408,IHECRE00004716.2,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Esophagus Mucosa
409,IHECRE00004624.6,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Esophagus Mucosa
410,IHECRE00004665.5,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Esophagus Mucosa
411,IHECRE00004679.5,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Esophagus Sphincter Mixed
412,IHECRE00004668.5,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Esophagus Sphincter Mixed
413,IHECRE00000987.6,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Large Intestine Mixed
414,IHECRE00000960.6,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Muscle Smooth Duodenum
415,IHECRE00000944.7,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Muscle Smooth Rectum
416,IHECRE00000945.7,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Muscle Smooth Stomach
417,IHECRE00000949.6,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Small Intestine Tissue
418,IHECRE00000983.7,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Small Intestine Tissue
419,IHECRE00000993.6,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Stomach Mixed Tissue
420,IHECRE00004718.2,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Stomach Mixed Tissue
421,IHECRE00004711.5,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Stomach Mixed Tissue
422,IHECRE00000953.7,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Stomach Mixed Tissue
423,IHECRE00004699.5,Healthy/None,digestive system,"43,79,36",digestive system,"43,79,36",Stomach Mixed Tissue
424,IHECRE00003812.1,Disease,mucosa,"84,79,29",mucosa,"84,79,29",Colon Mucosa
425,IHECRE00003803.1,Disease,mucosa,"84,79,29",mucosa,"84,79,29",Colon Mucosa
426,IHECRE00000931.7,Healthy/None,mucosa,"84,79,29",mucosa,"84,79,29",Colon Mucosa
427,IHECRE00003818.1,Healthy/None,mucosa,"84,79,29",mucosa,"84,79,29",Colon Mucosa
428,IHECRE00004709.5,Healthy/None,mucosa,"84,79,29",mucosa,"84,79,29",Peyers Patch Tissue
429,IHECRE00004708.5,Healthy/None,mucosa,"84,79,29",mucosa,"84,79,29",Peyers Patch Tissue
430,IHECRE00000947.7,Healthy/None,mucosa,"84,79,29",mucosa,"84,79,29",Rectum Mucosa
431,IHECRE00000966.7,Healthy/None,mucosa,"84,79,29",mucosa,"84,79,29",Rectum Mucosa
432,IHECRE00000929.7,Healthy/None,mucosa,"84,79,29",mucosa,"84,79,29",Small Intestine Mucosa
433,IHECRE00000982.6,Healthy/None,mucosa,"84,79,29",mucosa,"84,79,29",Stomach Mucosa
434,IHECRE00003721.1,Disease,secretory cell,"36,106,96",secretory cell,"36,106,96",Glomerular Visceral Epithelial Cell
435,IHECRE00001869.2,Disease,secretory cell,"36,106,96",secretory cell,"36,106,96",Glomerular Visceral Epithelial Cell
436,IHECRE00003722.1,Disease,secretory cell,"36,106,96",secretory cell,"36,106,96",Glomerular Visceral Epithelial Cell
437,IHECRE00001866.2,Healthy/None,secretory cell,"36,106,96",secretory cell,"36,106,96",Glomerular Visceral Epithelial Cell
438,IHECRE00003717.1,Healthy/None,secretory cell,"36,106,96",secretory cell,"36,106,96",Pancreatic Alpha Cell
439,IHECRE00001868.2,Healthy/None,secretory cell,"36,106,96",secretory cell,"36,106,96",Pancreatic Beta Cell
440,IHECRE00001871.2,Healthy/None,secretory cell,"36,106,96",secretory cell,"36,106,96",Pancreatic Islet Cell
441,IHECRE00001865.2,Healthy/None,secretory cell,"36,106,96",secretory cell,"36,106,96",Pancreatic Islet Cell
442,IHECRE00001870.2,Healthy/None,secretory cell,"36,106,96",secretory cell,"36,106,96",Pancreatic Islet Cell
443,IHECRE00001862.2,Healthy/None,secretory cell,"36,106,96",secretory cell,"36,106,96",Pancreatic Islet Cell
444,IHECRE00001863.2,Healthy/None,secretory cell,"36,106,96",secretory cell,"36,106,96",Pancreatic Islet Cell
445,IHECRE00004666.5,Healthy/None,muscle,"60,148,142",muscle precursor cell,"44,155,85",Muscle Cardiac Myoblast
446,IHECRE00001891.6,Healthy/None,muscle,"60,148,142",muscle precursor cell,"44,155,85",Muscle Precursor Myoblast
447,IHECRE00000977.6,Healthy/None,muscle,"60,148,142",muscle precursor cell,"44,155,85",Muscle Precursor Satellite
448,IHECRE00003711.6,Healthy/None,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Cardiac
449,IHECRE00004678.5,Healthy/None,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Cardiac
450,IHECRE00001882.6,Healthy/None,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Precursor Myotube
451,IHECRE00003739.1,Healthy/None,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Skeletal
452,IHECRE00003735.1,Disease,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Skeletal Sorted
453,IHECRE00003738.1,Disease,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Skeletal Sorted
454,IHECRE00003737.1,Disease,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Skeletal Sorted
455,IHECRE00003736.1,Disease,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Skeletal Sorted
456,IHECRE00003733.1,Healthy/None,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Skeletal Sorted
457,IHECRE00003734.1,Healthy/None,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Skeletal Sorted
458,IHECRE00003731.1,Healthy/None,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Skeletal Sorted
459,IHECRE00003732.1,Healthy/None,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Skeletal Sorted
460,IHECRE00004635.6,Healthy/None,muscle,"60,148,142",muscle cell,"48,127,119",Muscle Smooth Digestive
461,IHECRE00000950.7,Disease,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
462,IHECRE00000648.3,Disease,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
463,IHECRE00000711.3,Disease,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
464,IHECRE00000784.3,Disease,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
465,IHECRE00000864.3,Disease,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
466,IHECRE00000916.3,Disease,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
467,IHECRE00000995.6,Healthy/None,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
468,IHECRE00000965.7,Healthy/None,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
469,IHECRE00000642.1,Healthy/None,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
470,IHECRE00000671.1,Healthy/None,muscle,"60,148,142",muscle organ,"52,151,113",Muscle Skeletal
