EpiRR	EpiRR_status	project	metadata	value
IHECRE00000009.3	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00000010.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000010.3	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00000010.3	Partial	BLUEPRINT	donor_id	C003UQ
IHECRE00000010.3	Partial	BLUEPRINT	donor_ethnicity	Northern European
IHECRE00000010.3	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000010.3	Partial	BLUEPRINT	donor_sex	Male
IHECRE00000010.3	Partial	BLUEPRINT	subject_id	C003UQ
IHECRE00000010.3	Partial	BLUEPRINT	gender	male
IHECRE00000010.3	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00000010.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000010.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000010.3	Partial	BLUEPRINT	disease	None
IHECRE00000010.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000913;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00000010.3	Partial	BLUEPRINT	donor_age	65 - 70
IHECRE00000010.3	Partial	BLUEPRINT	phenotype	CL:0000913;PATO:0000461;UBERON:0013756
IHECRE00000010.3	Partial	BLUEPRINT	cell_type	effector memory CD8-positive, alpha-beta T cell
IHECRE00000010.3	Partial	BLUEPRINT	markers	CD3+ CD8+ CD62L- CD45RA-
IHECRE00000010.3	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00000010.3	Partial	BLUEPRINT	molecule	genomic DNA
IHECRE00000010.3	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00000011.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000011.3	Partial	BLUEPRINT	disease_ontology_uri	http://ncimeta.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=C0023487
IHECRE00000011.3	Partial	BLUEPRINT	donor_id	pz 289
IHECRE00000011.3	Partial	BLUEPRINT	donor_ethnicity	Caucasian
IHECRE00000011.3	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000011.3	Partial	BLUEPRINT	genetic_characteristics	Translocation t(15;17)
IHECRE00000011.3	Partial	BLUEPRINT	donor_sex	Female
IHECRE00000011.3	Partial	BLUEPRINT	gender	female
IHECRE00000011.3	Partial	BLUEPRINT	tissue_type	bone marrow
IHECRE00000011.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000011.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000011.3	Partial	BLUEPRINT	disease	Acute Promyelocytic Leukemia
IHECRE00000011.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000763
IHECRE00000011.3	Partial	BLUEPRINT	donor_age	30 - 35
IHECRE00000011.3	Partial	BLUEPRINT	treatment	ATRA
IHECRE00000011.3	Partial	BLUEPRINT	phenotype	CL_0000763;C0023487;UBERON_0002371
IHECRE00000011.3	Partial	BLUEPRINT	cell_type	myeloid cell
IHECRE00000011.3	Partial	BLUEPRINT	markers	NA
IHECRE00000011.3	Partial	BLUEPRINT	biomaterial_provider	Prof: Lucia Altucci  (SECONDA UNIVERSITA' di NAPOLI- IT)
IHECRE00000011.3	Partial	BLUEPRINT	donor_health_status	Acute Promyelocytic Leukemia
IHECRE00000012.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000012.3	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00000012.3	Partial	BLUEPRINT	donor_id	S0041C
IHECRE00000012.3	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00000012.3	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000012.3	Partial	BLUEPRINT	donor_sex	Female
IHECRE00000012.3	Partial	BLUEPRINT	subject_id	S0041C
IHECRE00000012.3	Partial	BLUEPRINT	gender	female
IHECRE00000012.3	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00000012.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000012.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000012.3	Partial	BLUEPRINT	disease	None
IHECRE00000012.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000624;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00000012.3	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00000012.3	Partial	BLUEPRINT	phenotype	CL:0000624;PATO:0000461;UBERON:0013756
IHECRE00000012.3	Partial	BLUEPRINT	cell_type	CD4-positive, alpha-beta T cell
IHECRE00000012.3	Partial	BLUEPRINT	markers	CD3+ CD4+ CD45RA+
IHECRE00000012.3	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00000012.3	Partial	BLUEPRINT	molecule	total RNA
IHECRE00000012.3	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00000015.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell Culture
IHECRE00000015.3	Partial	BLUEPRINT	donor_id	N00031318490130
IHECRE00000015.3	Partial	BLUEPRINT	donor_ethnicity	Northern European
IHECRE00000015.3	Partial	BLUEPRINT	donor_sex	Male
IHECRE00000015.3	Partial	BLUEPRINT	gender	male
IHECRE00000015.3	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00000015.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000015.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000015.3	Partial	BLUEPRINT	disease	None
IHECRE00000015.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000235
IHECRE00000015.3	Partial	BLUEPRINT	donor_age	55 - 60
IHECRE00000015.3	Partial	BLUEPRINT	treatment	T=6days untreated
IHECRE00000015.3	Partial	BLUEPRINT	culture_conditions	PBS supplemented with 1% PBA and antibodies: anti-CD45-PeCy7 (Beckman Coulter), anti-CD14-FITC (Beckman Coulter), anti-CD3-PC5 (Biolegend (ITK)), anti-CD19-ECD (Beckman Coulter) and anti-56-PE (BD Bioscience)
IHECRE00000015.3	Partial	BLUEPRINT	phenotype	CL_0000235; PATO_0000461
IHECRE00000015.3	Partial	BLUEPRINT	cell_type	macrophage
IHECRE00000015.3	Partial	BLUEPRINT	markers	CD3-,CD19-,CD56-
IHECRE00000015.3	Partial	BLUEPRINT	donor_health_status	Healthy
IHECRE00000015.3	Partial	BLUEPRINT	biomaterial_provider	Sanquin Blood bank, Nijmegen, the Netherlands
IHECRE00000017.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000017.3	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00000017.3	Partial	BLUEPRINT	donor_id	C0054X
IHECRE00000017.3	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00000017.3	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000017.3	Partial	BLUEPRINT	donor_sex	Female
IHECRE00000017.3	Partial	BLUEPRINT	subject_id	C0054X
IHECRE00000017.3	Partial	BLUEPRINT	gender	female
IHECRE00000017.3	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00000017.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000017.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000017.3	Partial	BLUEPRINT	disease	None
IHECRE00000017.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000913;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00000017.3	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00000017.3	Partial	BLUEPRINT	phenotype	CL:0000913;PATO:0000461;UBERON:0013756
IHECRE00000017.3	Partial	BLUEPRINT	cell_type	effector memory CD8-positive, alpha-beta T cell
IHECRE00000017.3	Partial	BLUEPRINT	markers	CD3+ CD8+ CD62L- CD45RA-
IHECRE00000017.3	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00000017.3	Partial	BLUEPRINT	molecule	genomic DNA
IHECRE00000017.3	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00000018.3	Partial	BLUEPRINT	biomaterial_type	Cell Line
IHECRE00000018.3	Partial	BLUEPRINT	disease_ontology_uri	http://ncimeta.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=C1336077
IHECRE00000018.3	Partial	BLUEPRINT	differentiation_stage	B cell
IHECRE00000018.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000018.3	Partial	BLUEPRINT	passage	NA
IHECRE00000018.3	Partial	BLUEPRINT	differentiation_method	Drexler HG chapter 16 Establishment and culture of leukemia-lymphoma cell in Cancer Cell Culture Methods and Protocols 2nd Edition Springer Berlin pp 181 to 200 in 2011
IHECRE00000018.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000018.3	Partial	BLUEPRINT	disease	Sporadic Burkitt lymphoma
IHECRE00000018.3	Partial	BLUEPRINT	sex	Male
IHECRE00000018.3	Partial	BLUEPRINT	sample_ontology_uri	http://www.ebi.ac.uk/efo/EFO_0005475
IHECRE00000018.3	Partial	BLUEPRINT	lineage	NA
IHECRE00000018.3	Partial	BLUEPRINT	batch	NA
IHECRE00000018.3	Partial	BLUEPRINT	medium	RPMI 1640 + 10%FBS + 1% Glutamine
IHECRE00000018.3	Partial	BLUEPRINT	line	BL-2
IHECRE00000018.3	Partial	BLUEPRINT	biomaterial_provider	DSMZ
IHECRE00000019.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell Culture
IHECRE00000019.3	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00000019.3	Partial	BLUEPRINT	donor_id	S0018A
IHECRE00000019.3	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00000019.3	Partial	BLUEPRINT	passage_if_expanded	http://www.blueprint-epigenome.eu/UserFiles/file/Protocols/UCAM_BluePrint_Macrophage.pdf
IHECRE00000019.3	Partial	BLUEPRINT	donor_sex	Female
IHECRE00000019.3	Partial	BLUEPRINT	subject_id	S0018A
IHECRE00000019.3	Partial	BLUEPRINT	gender	female
IHECRE00000019.3	Partial	BLUEPRINT	tissue_type	cord blood
IHECRE00000019.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000019.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000019.3	Partial	BLUEPRINT	disease	None
IHECRE00000019.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000863;http://purl.obolibrary.org/obo/UBERON_0012168
IHECRE00000019.3	Partial	BLUEPRINT	donor_age	0 - 5
IHECRE00000019.3	Partial	BLUEPRINT	culture_conditions	http://www.blueprint-epigenome.eu/UserFiles/file/Protocols/UCAM_BluePrint_Macrophage.pdf
IHECRE00000019.3	Partial	BLUEPRINT	phenotype	CL:0000863;PATO:0000461;UBERON:0012168
IHECRE00000019.3	Partial	BLUEPRINT	cell_type	inflammatory macrophage
IHECRE00000019.3	Partial	BLUEPRINT	markers	http://www.blueprint-epigenome.eu/index.cfm?p=7BF8A4B6-F4FE-861A-2AD57A08D63D0B58
IHECRE00000019.3	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00000019.3	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00000021.3	Partial	BLUEPRINT	biomaterial_type	Cell Line
IHECRE00000021.3	Partial	BLUEPRINT	disease_ontology_uri	http://ncimeta.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20MetaThesaurus&code=C1333295
IHECRE00000021.3	Partial	BLUEPRINT	differentiation_stage	B cell
IHECRE00000021.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000021.3	Partial	BLUEPRINT	passage	NA
IHECRE00000021.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000021.3	Partial	BLUEPRINT	sample_ontology_uri	http://www.ebi.ac.uk/efo/EFO_0002356
IHECRE00000021.3	Partial	BLUEPRINT	disease	Germinal Center B-Cell-Like Diffuse Large B-Cell Lymphoma
IHECRE00000021.3	Partial	BLUEPRINT	sex	Female
IHECRE00000021.3	Partial	BLUEPRINT	genetic_characteristics	t(14;18) negative
IHECRE00000021.3	Partial	BLUEPRINT	lineage	NA
IHECRE00000021.3	Partial	BLUEPRINT	batch	NA
IHECRE00000021.3	Partial	BLUEPRINT	medium	RPMI 1640 + 10%FBS + 1% Glutamine
IHECRE00000021.3	Partial	BLUEPRINT	line	SU-DHL-5
IHECRE00000021.3	Partial	BLUEPRINT	biomaterial_provider	DSMZ
IHECRE00000023.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000023.3	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00000023.3	Partial	BLUEPRINT	donor_id	C00192
IHECRE00000023.3	Partial	BLUEPRINT	donor_ethnicity	Northern European
IHECRE00000023.3	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000023.3	Partial	BLUEPRINT	donor_sex	Female
IHECRE00000023.3	Partial	BLUEPRINT	subject_id	C00192
IHECRE00000023.3	Partial	BLUEPRINT	gender	female
IHECRE00000023.3	Partial	BLUEPRINT	tissue_type	cord blood
IHECRE00000023.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000023.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000023.3	Partial	BLUEPRINT	disease	None
IHECRE00000023.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000096;http://purl.obolibrary.org/obo/UBERON_0012168
IHECRE00000023.3	Partial	BLUEPRINT	donor_age	0 - 5
IHECRE00000023.3	Partial	BLUEPRINT	phenotype	CL:0000096;PATO:0000461;UBERON:0012168
IHECRE00000023.3	Partial	BLUEPRINT	cell_type	mature neutrophil
IHECRE00000023.3	Partial	BLUEPRINT	markers	CD66b+ CD16+
IHECRE00000023.3	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00000023.3	Partial	BLUEPRINT	molecule	total RNA
IHECRE00000023.3	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00000025.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000025.3	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00000025.3	Partial	BLUEPRINT	donor_id	C001FR
IHECRE00000025.3	Partial	BLUEPRINT	donor_ethnicity	Northern European
IHECRE00000025.3	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000025.3	Partial	BLUEPRINT	donor_sex	Female
IHECRE00000025.3	Partial	BLUEPRINT	subject_id	C001FR
IHECRE00000025.3	Partial	BLUEPRINT	gender	female
IHECRE00000025.3	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00000025.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000025.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000025.3	Partial	BLUEPRINT	disease	None
IHECRE00000025.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000905;http://purl.obolibrary.org/obo/UBERON_0013756
IHECRE00000025.3	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00000025.3	Partial	BLUEPRINT	phenotype	CL:0000905;PATO:0000461;UBERON:0013756
IHECRE00000025.3	Partial	BLUEPRINT	cell_type	effector memory CD4-positive, alpha-beta T cell
IHECRE00000025.3	Partial	BLUEPRINT	markers	CD3+ CD4+ CD45RA- CD62-
IHECRE00000025.3	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00000025.3	Partial	BLUEPRINT	molecule	total RNA
IHECRE00000025.3	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00000026.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000026.3	Partial	BLUEPRINT	donor_id	pz 286
IHECRE00000026.3	Partial	BLUEPRINT	donor_ethnicity	Caucasian
IHECRE00000026.3	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000026.3	Partial	BLUEPRINT	donor_sex	Female
IHECRE00000026.3	Partial	BLUEPRINT	gender	female
IHECRE00000026.3	Partial	BLUEPRINT	tissue_type	bone marrow
IHECRE00000026.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000026.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000026.3	Partial	BLUEPRINT	disease	Acute Myeloid Leukemia
IHECRE00000026.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000763
IHECRE00000026.3	Partial	BLUEPRINT	donor_age	60 - 65
IHECRE00000026.3	Partial	BLUEPRINT	treatment	CTR
IHECRE00000026.3	Partial	BLUEPRINT	phenotype	CL_0000763;C0023467;UBERON_0002371
IHECRE00000026.3	Partial	BLUEPRINT	cell_type	myeloid cell
IHECRE00000026.3	Partial	BLUEPRINT	donor_health_status	Acute Myeloid Leukemia
IHECRE00000026.3	Partial	BLUEPRINT	biomaterial_provider	Prof: Lucia Altucci  (SECONDA UNIVERSITA' di NAPOLI- IT)
IHECRE00000028.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell Culture
IHECRE00000028.3	Partial	BLUEPRINT	donor_id	N00031406634921
IHECRE00000028.3	Partial	BLUEPRINT	donor_ethnicity	Northern European
IHECRE00000028.3	Partial	BLUEPRINT	donor_sex	Female
IHECRE00000028.3	Partial	BLUEPRINT	gender	female
IHECRE00000028.3	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00000028.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000028.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000028.3	Partial	BLUEPRINT	disease	None
IHECRE00000028.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000576
IHECRE00000028.3	Partial	BLUEPRINT	donor_age	45 - 50
IHECRE00000028.3	Partial	BLUEPRINT	treatment	T=0days
IHECRE00000028.3	Partial	BLUEPRINT	culture_conditions	PBS supplemented with 1% PBA and antibodies: anti-CD45-PeCy7 (Beckman Coulter), anti-CD14-FITC (Beckman Coulter), anti-CD3-PC5 (Biolegend (ITK)), anti-CD19-ECD (Beckman Coulter) and anti-56-PE (BD Bioscience)
IHECRE00000028.3	Partial	BLUEPRINT	phenotype	CL_0000576; PATO_0000461
IHECRE00000028.3	Partial	BLUEPRINT	cell_type	monocyte
IHECRE00000028.3	Partial	BLUEPRINT	markers	CD3-,CD19-,CD56-
IHECRE00000028.3	Partial	BLUEPRINT	donor_health_status	Healthy
IHECRE00000028.3	Partial	BLUEPRINT	biomaterial_provider	Sanquin Blood bank, Nijmegen, the Netherlands
IHECRE00000030.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell Culture
IHECRE00000030.3	Partial	BLUEPRINT	donor_id	N00031324825721
IHECRE00000030.3	Partial	BLUEPRINT	donor_ethnicity	Northern European
IHECRE00000030.3	Partial	BLUEPRINT	donor_sex	Male
IHECRE00000030.3	Partial	BLUEPRINT	gender	male
IHECRE00000030.3	Partial	BLUEPRINT	tissue_type	venous blood
IHECRE00000030.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000030.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000030.3	Partial	BLUEPRINT	disease	None
IHECRE00000030.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000576
IHECRE00000030.3	Partial	BLUEPRINT	donor_age	55 - 60
IHECRE00000030.3	Partial	BLUEPRINT	treatment	T=0days
IHECRE00000030.3	Partial	BLUEPRINT	culture_conditions	PBS supplemented with 1% PBA and antibodies: anti-CD45-PeCy7 (Beckman Coulter), anti-CD14-FITC (Beckman Coulter), anti-CD3-PC5 (Biolegend (ITK)), anti-CD19-ECD (Beckman Coulter) and anti-56-PE (BD Bioscience)
IHECRE00000030.3	Partial	BLUEPRINT	phenotype	CL_0000576; PATO_0000461
IHECRE00000030.3	Partial	BLUEPRINT	cell_type	monocyte
IHECRE00000030.3	Partial	BLUEPRINT	markers	CD3-,CD19-,CD56-
IHECRE00000030.3	Partial	BLUEPRINT	donor_health_status	Healthy
IHECRE00000030.3	Partial	BLUEPRINT	molecule	genomic DNA
IHECRE00000030.3	Partial	BLUEPRINT	biomaterial_provider	Sanquin Blood bank, Nijmegen, the Netherlands
IHECRE00000031.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000031.3	Partial	BLUEPRINT	donor_id	pz 283
IHECRE00000031.3	Partial	BLUEPRINT	donor_ethnicity	Caucasian
IHECRE00000031.3	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000031.3	Partial	BLUEPRINT	donor_sex	Male
IHECRE00000031.3	Partial	BLUEPRINT	gender	male
IHECRE00000031.3	Partial	BLUEPRINT	tissue_type	bone marrow
IHECRE00000031.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000031.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000031.3	Partial	BLUEPRINT	disease	Acute Myeloid Leukemia
IHECRE00000031.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000763
IHECRE00000031.3	Partial	BLUEPRINT	donor_age	65 - 70
IHECRE00000031.3	Partial	BLUEPRINT	treatment	SAHA
IHECRE00000031.3	Partial	BLUEPRINT	cell_type	myeloid cell
IHECRE00000031.3	Partial	BLUEPRINT	donor_health_status	Acute Myeloid Leukemia
IHECRE00000031.3	Partial	BLUEPRINT	biomaterial_provider	Prof: Lucia Altucci  (SECONDA UNIVERSITA' di NAPOLI- IT)
IHECRE00000032.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell Culture
IHECRE00000032.3	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00000032.3	Partial	BLUEPRINT	donor_id	C006PO
IHECRE00000032.3	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00000032.3	Partial	BLUEPRINT	passage_if_expanded	http://www.blueprint-epigenome.eu/index.cfm?p=7BF8A4B6-F4FE-861A-2AD57A08D63D0B58
IHECRE00000032.3	Partial	BLUEPRINT	donor_sex	Male
IHECRE00000032.3	Partial	BLUEPRINT	subject_id	C006PO
IHECRE00000032.3	Partial	BLUEPRINT	gender	male
IHECRE00000032.3	Partial	BLUEPRINT	tissue_type	cord blood
IHECRE00000032.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000032.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000032.3	Partial	BLUEPRINT	disease	None
IHECRE00000032.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000765;http://purl.obolibrary.org/obo/UBERON_0012168
IHECRE00000032.3	Partial	BLUEPRINT	donor_age	0 - 5
IHECRE00000032.3	Partial	BLUEPRINT	culture_conditions	http://www.blueprint-epigenome.eu/index.cfm?p=7BF8A4B6-F4FE-861A-2AD57A08D63D0B58
IHECRE00000032.3	Partial	BLUEPRINT	phenotype	CL:0000765;PATO:0000461;UBERON:0012168
IHECRE00000032.3	Partial	BLUEPRINT	cell_type	erythroblast
IHECRE00000032.3	Partial	BLUEPRINT	markers	CD36+ CD71+ CD235a+
IHECRE00000032.3	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00000032.3	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00000032.3	Partial	BLUEPRINT	molecule	polyA RNA
IHECRE00000033.2	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000033.2	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00000033.2	Partial	BLUEPRINT	donor_id	F2012-2912
IHECRE00000033.2	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00000033.2	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000033.2	Partial	BLUEPRINT	donor_sex	Unknown
IHECRE00000033.2	Partial	BLUEPRINT	gender	unknown
IHECRE00000033.2	Partial	BLUEPRINT	tissue_type	bone marrow
IHECRE00000033.2	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000033.2	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000033.2	Partial	BLUEPRINT	disease	None
IHECRE00000033.2	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000945
IHECRE00000033.2	Partial	BLUEPRINT	donor_age	0 - 5
IHECRE00000033.2	Partial	BLUEPRINT	phenotype	CL_0000945;EFO:0000761;UBERON_0002371
IHECRE00000033.2	Partial	BLUEPRINT	cell_type	precursor lymphocyte of B lineage
IHECRE00000033.2	Partial	BLUEPRINT	markers	CD34-,CD19+,sIgM-
IHECRE00000033.2	Partial	BLUEPRINT	donor_health_status	Healthy
IHECRE00000033.2	Partial	BLUEPRINT	molecule	genomic DNA
IHECRE00000033.2	Partial	BLUEPRINT	biomaterial_provider	Joseph Wiemels, University of California San Francisco in collaboration with Jose I. Martin-Subero, Institut d'Investigacions Biomediques August Pi i Sunyer
IHECRE00000035.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000035.3	Partial	BLUEPRINT	donor_id	C002YM
IHECRE00000035.3	Partial	BLUEPRINT	disease_ontology_uri	NA
IHECRE00000035.3	Partial	BLUEPRINT	donor_ethnicity	NA
IHECRE00000035.3	Partial	BLUEPRINT	passage_if_expanded	NA
IHECRE00000035.3	Partial	BLUEPRINT	donor_sex	Female
IHECRE00000035.3	Partial	BLUEPRINT	subject_id	C002YM
IHECRE00000035.3	Partial	BLUEPRINT	gender	female
IHECRE00000035.3	Partial	BLUEPRINT	tissue_type	cord blood
IHECRE00000035.3	Partial	BLUEPRINT	taxon_id	9606
IHECRE00000035.3	Partial	BLUEPRINT	species	Homo sapiens
IHECRE00000035.3	Partial	BLUEPRINT	disease	None
IHECRE00000035.3	Partial	BLUEPRINT	sample_ontology_uri	http://purl.obolibrary.org/obo/CL_0000625;http://purl.obolibrary.org/obo/UBERON_0012168
IHECRE00000035.3	Partial	BLUEPRINT	donor_age	0 - 5
IHECRE00000035.3	Partial	BLUEPRINT	phenotype	CL:0000625;PATO:0000461;UBERON:0012168
IHECRE00000035.3	Partial	BLUEPRINT	cell_type	CD8-positive, alpha-beta T cell
IHECRE00000035.3	Partial	BLUEPRINT	markers	CD3+ CD8+ CD45RA+
IHECRE00000035.3	Partial	BLUEPRINT	donor_health_status	NA
IHECRE00000035.3	Partial	BLUEPRINT	biomaterial_provider	NIHR Cambridge BioResource
IHECRE00000035.3	Partial	BLUEPRINT	molecule	genomic DNA
IHECRE00000036.3	Partial	BLUEPRINT	biomaterial_type	Primary Cell
IHECRE00000036.3	Partial	BLUEPRINT	disease_ontology_uri	NA
